iterations,bucket0,magnetism0,bucket1,magnetism1,bucket2,magnetism2,bucket3,magnetism3,bucket4,magnetism4,bucket5,magnetism5,bucket6,magnetism6,bucket7,magnetism7,bucket8,magnetism8,bucket9,magnetism9
3915,2,0.970679,0,0.95216,2,0.916667,0,0.885802,0,0.83179,1,0.720679,2,0.62963,8,0.341049,3,0.0277778,11,0.00308642
3916,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.720679,6,0.631173,8,0.339506,3,0.0277778,15,0.00154321
3917,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.719136,6,0.631173,4,0.337963,7,0.029321,11,0.00308642
3918,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,1,0.719136,6,0.62963,4,0.337963,7,0.0277778,11,0.00154321
3919,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,1,0.719136,6,0.62963,0,0.33642,11,0.029321,7,0
3920,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,1,0.719136,6,0.628086,4,0.337963,15,0.0277778,7,0
3921,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,9,0.720679,6,0.626543,0,0.33642,15,0.029321,7,-0.00154321
3922,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,1,0.719136,2,0.625,0,0.334877,11,0.0277778,11,0
3923,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,5,0.720679,2,0.625,0,0.334877,11,0.029321,3,-0.00154321
3924,2,0.970679,4,0.953704,2,0.916667,0,0.884259,8,0.833333,5,0.720679,2,0.625,0,0.33642,11,0.0308642,3,-0.00154321
3925,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,5,0.720679,2,0.625,0,0.33642,11,0.029321,3,0
3926,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,5,0.720679,2,0.625,0,0.334877,19,0.0277778,3,0.00154321
3927,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,5,0.719136,2,0.625,0,0.334877,23,0.0262346,3,0.00154321
3928,2,0.970679,4,0.953704,2,0.916667,0,0.884259,0,0.83179,1,0.717593,2,0.625,4,0.33642,23,0.0246914,3,0.00154321
3929,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,2,0.625,0,0.334877,23,0.0262346,3,0.00154321
3930,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,6,0.626543,0,0.334877,19,0.0277778,3,0.00308642
3931,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,6,0.626543,0,0.334877,15,0.0262346,3,0.00308642
3932,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,2,0.625,4,0.33642,11,0.0277778,3,0.00462963
3933,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,2,0.625,4,0.33642,15,0.029321,3,0.00617284
3934,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.719136,2,0.626543,0,0.334877,15,0.0277778,3,0.00617284
3935,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.719136,2,0.628086,0,0.333333,11,0.0262346,3,0.00771605
3936,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.720679,2,0.628086,0,0.333333,15,0.0246914,3,0.00771605
3937,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,5,0.719136,2,0.628086,0,0.333333,7,0.0231481,7,0.00617284
3938,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,5,0.719136,2,0.628086,0,0.333333,7,0.0216049,3,0.00462963
3939,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,2,0.628086,0,0.333333,7,0.0200617,3,0.00308642
3940,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,2,0.628086,0,0.333333,3,0.0185185,3,0.00154321
3941,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.716049,2,0.628086,0,0.333333,3,0.0185185,3,0.00154321
3942,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.716049,2,0.628086,0,0.33179,3,0.0169753,3,0
3943,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.716049,2,0.62963,0,0.33179,3,0.0185185,3,0.00154321
3944,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.716049,2,0.62963,0,0.33179,3,0.0200617,3,0.00154321
3945,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.716049,2,0.62963,0,0.33179,3,0.0185185,3,0.00154321
3946,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.716049,6,0.631173,0,0.33179,3,0.0185185,3,0.00154321
3947,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,6,0.632716,0,0.33179,3,0.0185185,3,0.00154321
3948,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,10,0.634259,0,0.33179,3,0.0185185,3,0.00154321
3949,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.83179,1,0.717593,6,0.632716,4,0.330247,3,0.0169753,3,0.00154321
3950,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.717593,6,0.632716,4,0.33179,3,0.0169753,3,0.00154321
3951,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.717593,6,0.632716,0,0.330247,3,0.0169753,7,0.00308642
3952,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.717593,2,0.631173,0,0.328704,3,0.0185185,7,0.00308642
3953,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.717593,2,0.631173,0,0.32716,3,0.0169753,11,0.00154321
3954,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.717593,2,0.631173,0,0.32716,3,0.0185185,11,0
3955,2,0.970679,0,0.95216,2,0.916667,4,0.885802,0,0.830247,1,0.717593,2,0.631173,0,0.328704,3,0.0169753,15,0.00154321
3956,2,0.970679,0,0.95216,2,0.916667,0,0.884259,8,0.83179,1,0.717593,2,0.631173,0,0.32716,3,0.0169753,19,0
3957,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.717593,2,0.631173,0,0.32716,3,0.0185185,19,-0.00154321
3958,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.717593,10,0.632716,0,0.32716,3,0.0200617,19,-0.00308642
3959,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.717593,10,0.634259,0,0.32716,3,0.0200617,19,-0.00462963
3960,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.83179,1,0.717593,6,0.632716,8,0.328704,3,0.0185185,23,-0.00308642
3961,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.717593,10,0.631173,0,0.32716,3,0.0169753,23,-0.00154321
3962,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.717593,2,0.62963,0,0.325617,3,0.0154321,19,-0.00308642
3963,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.716049,6,0.631173,0,0.325617,11,0.0169753,19,-0.00154321
3964,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,5,0.717593,2,0.62963,0,0.325617,7,0.0154321,19,0
3965,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,5,0.717593,2,0.631173,0,0.324074,7,0.0154321,11,-0.00154321
3966,2,0.970679,0,0.95216,2,0.916667,8,0.885802,0,0.830247,5,0.717593,2,0.62963,0,0.324074,7,0.0169753,11,-0.00308642
3967,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,5,0.717593,2,0.62963,0,0.324074,3,0.0185185,7,-0.00154321
3968,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.830247,5,0.717593,2,0.62963,0,0.324074,3,0.0200617,15,-0.00308642
3969,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.716049,2,0.62963,0,0.322531,7,0.0185185,19,-0.00462963
3970,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.716049,2,0.62963,8,0.324074,7,0.0200617,27,-0.00308642
3971,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.716049,2,0.62963,4,0.325617,7,0.0216049,19,-0.00462963
3972,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.716049,6,0.631173,0,0.32716,7,0.0231481,23,-0.00617284
3973,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.716049,2,0.62963,0,0.32716,7,0.0246914,19,-0.00771605
3974,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.717593,2,0.62963,0,0.32716,11,0.0262346,19,-0.00617284
3975,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.717593,6,0.631173,0,0.32716,7,0.0246914,11,-0.00771605
3976,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,6,0.631173,0,0.325617,7,0.0262346,7,-0.00925926
3977,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,6,0.631173,0,0.325617,11,0.0246914,11,-0.00771605
3978,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,6,0.631173,0,0.325617,15,0.0262346,11,-0.00925926
3979,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,14,0.632716,0,0.325617,15,0.0246914,15,-0.00771605
3980,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,10,0.631173,0,0.325617,15,0.0231481,15,-0.00925926
3981,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,6,0.632716,0,0.325617,23,0.0216049,19,-0.0108025
3982,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,2,0.631173,0,0.325617,19,0.0200617,19,-0.0123457
3983,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,2,0.631173,0,0.325617,15,0.0185185,19,-0.0138889
3984,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,2,0.631173,0,0.325617,11,0.0169753,19,-0.0123457
3985,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,6,0.62963,0,0.325617,11,0.0185185,19,-0.0138889
3986,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,6,0.62963,0,0.325617,7,0.0169753,15,-0.0154321
3987,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.82716,1,0.719136,6,0.62963,4,0.324074,7,0.0185185,15,-0.0169753
3988,2,0.970679,0,0.95216,2,0.916667,0,0.882716,0,0.82716,1,0.719136,10,0.631173,4,0.324074,3,0.0169753,11,-0.0154321
3989,2,0.970679,0,0.95216,2,0.916667,0,0.882716,0,0.82716,1,0.719136,2,0.62963,4,0.324074,3,0.0169753,11,-0.0138889
3990,2,0.970679,0,0.95216,2,0.916667,0,0.882716,0,0.82716,1,0.719136,2,0.62963,4,0.324074,3,0.0185185,7,-0.0154321
3991,2,0.970679,0,0.95216,2,0.916667,0,0.882716,0,0.82716,1,0.719136,2,0.62963,0,0.322531,3,0.0185185,3,-0.0138889
3992,2,0.970679,0,0.95216,2,0.916667,0,0.882716,0,0.82716,1,0.719136,2,0.62963,0,0.322531,3,0.0185185,3,-0.0154321
3993,2,0.970679,0,0.95216,2,0.916667,0,0.882716,0,0.82716,1,0.719136,2,0.62963,0,0.322531,11,0.0169753,3,-0.0138889
3994,2,0.970679,0,0.95216,2,0.916667,0,0.882716,0,0.82716,1,0.719136,2,0.62963,0,0.322531,3,0.0154321,3,-0.0138889
3995,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.719136,10,0.631173,0,0.320988,7,0.0138889,7,-0.0154321
3996,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.719136,2,0.62963,0,0.320988,3,0.0154321,3,-0.0138889
3997,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.719136,2,0.628086,0,0.320988,3,0.0169753,3,-0.0123457
3998,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.719136,2,0.62963,0,0.320988,3,0.0185185,3,-0.0123457
3999,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.719136,2,0.62963,0,0.320988,3,0.0185185,3,-0.0108025
4000,2,0.970679,0,0.95216,6,0.91821,8,0.884259,0,0.82716,1,0.719136,2,0.62963,0,0.319444,3,0.0169753,7,-0.00925926
4001,2,0.970679,8,0.953704,6,0.91821,0,0.882716,0,0.82716,1,0.719136,2,0.628086,0,0.319444,3,0.0169753,3,-0.0108025
4002,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.717593,2,0.628086,0,0.317901,7,0.0185185,3,-0.0108025
4003,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.717593,2,0.628086,0,0.317901,3,0.0200617,3,-0.00925926
4004,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.716049,2,0.62963,0,0.317901,3,0.0200617,3,-0.00771605
4005,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.62963,0,0.317901,3,0.0200617,3,-0.00925926
4006,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.62963,0,0.317901,3,0.0200617,3,-0.00925926
4007,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,0,0.317901,7,0.0216049,7,-0.0108025
4008,2,0.970679,4,0.953704,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,0,0.317901,3,0.0231481,7,-0.0123457
4009,2,0.970679,4,0.953704,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,0,0.317901,3,0.0231481,11,-0.0138889
4010,2,0.970679,4,0.953704,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,0,0.317901,7,0.0216049,11,-0.0154321
4011,2,0.970679,12,0.955247,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,0,0.317901,3,0.0200617,7,-0.0169753
4012,2,0.970679,4,0.953704,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,0,0.317901,3,0.0185185,11,-0.0185185
4013,2,0.970679,4,0.953704,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,0,0.317901,3,0.0185185,3,-0.0200617
4014,2,0.970679,4,0.953704,6,0.91821,0,0.882716,0,0.82716,1,0.714506,2,0.631173,4,0.319444,3,0.0200617,3,-0.0200617
4015,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.712963,2,0.631173,4,0.317901,3,0.0200617,3,-0.0216049
4016,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.712963,2,0.631173,4,0.319444,3,0.0200617,7,-0.0200617
4017,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.712963,2,0.631173,0,0.317901,3,0.0200617,7,-0.0185185
4018,2,0.970679,0,0.95216,6,0.91821,0,0.882716,0,0.82716,1,0.712963,2,0.631173,0,0.317901,3,0.0216049,11,-0.0200617
4019,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.82716,1,0.712963,2,0.631173,0,0.317901,3,0.0231481,11,-0.0185185
4020,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.82716,1,0.712963,2,0.631173,0,0.317901,3,0.0231481,11,-0.0169753
4021,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.82716,1,0.712963,2,0.631173,8,0.319444,3,0.0231481,15,-0.0185185
4022,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.82716,1,0.712963,2,0.631173,0,0.317901,3,0.0231481,15,-0.0169753
4023,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.82716,5,0.714506,2,0.632716,0,0.317901,11,0.0246914,15,-0.0185185
4024,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.82716,5,0.716049,2,0.631173,0,0.316358,11,0.0262346,7,-0.0200617
4025,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.82716,5,0.716049,2,0.631173,0,0.316358,3,0.0277778,7,-0.0216049
4026,2,0.970679,0,0.95216,6,0.91821,0,0.884259,0,0.828704,5,0.716049,10,0.632716,4,0.317901,3,0.0277778,11,-0.0200617
4027,2,0.970679,0,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.714506,6,0.631173,4,0.317901,3,0.0277778,11,-0.0216049
4028,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.714506,6,0.631173,12,0.319444,7,0.0262346,19,-0.0231481
4029,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.714506,6,0.631173,12,0.317901,3,0.0246914,23,-0.0216049
4030,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.714506,2,0.62963,16,0.319444,3,0.0262346,23,-0.0200617
4031,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.714506,2,0.62963,8,0.317901,3,0.0262346,27,-0.0216049
4032,2,0.970679,0,0.95216,10,0.91821,0,0.884259,4,0.830247,1,0.712963,2,0.62963,4,0.316358,7,0.0277778,27,-0.0200617
4033,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,4,0.316358,7,0.029321,23,-0.0216049
4034,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,4,0.317901,3,0.0277778,27,-0.0231481
4035,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,4,0.319444,3,0.0277778,31,-0.0216049
4036,2,0.970679,0,0.95216,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,4,0.319444,3,0.0262346,27,-0.0200617
4037,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,0,0.320988,7,0.0246914,27,-0.0216049
4038,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.631173,4,0.319444,3,0.0262346,23,-0.0200617
4039,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,4,0.317901,3,0.0262346,23,-0.0216049
4040,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,0,0.316358,7,0.0246914,19,-0.0231481
4041,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,0,0.316358,7,0.0231481,15,-0.0246914
4042,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,4,0.314815,11,0.0216049,23,-0.0231481
4043,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,0,0.313272,11,0.0231481,23,-0.0216049
4044,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.62963,0,0.311728,15,0.0216049,23,-0.0200617
4045,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.712963,2,0.628086,0,0.311728,11,0.0200617,15,-0.0185185
4046,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.714506,2,0.628086,0,0.310185,11,0.0185185,11,-0.0169753
4047,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.628086,0,0.310185,3,0.0169753,7,-0.0154321
4048,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.626543,0,0.310185,3,0.0169753,7,-0.0169753
4049,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.714506,2,0.626543,0,0.311728,3,0.0154321,7,-0.0185185
4050,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.830247,1,0.714506,2,0.628086,0,0.311728,3,0.0138889,11,-0.0200617
4051,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.628086,4,0.310185,3,0.0123457,7,-0.0185185
4052,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.62963,4,0.311728,3,0.0123457,7,-0.0200617
4053,2,0.970679,0,0.950617,2,0.916667,8,0.885802,0,0.828704,1,0.714506,2,0.62963,4,0.311728,3,0.0108025,7,-0.0185185
4054,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.712963,2,0.62963,8,0.313272,3,0.0108025,3,-0.0200617
4055,2,0.970679,8,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.712963,2,0.62963,0,0.314815,3,0.00925926,3,-0.0200617
4056,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.62963,0,0.314815,7,0.0108025,3,-0.0200617
4057,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.62963,0,0.314815,7,0.0123457,3,-0.0185185
4058,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.628086,4,0.313272,3,0.0108025,3,-0.0185185
4059,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.714506,2,0.628086,4,0.313272,7,0.0123457,3,-0.0200617
4060,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.828704,1,0.714506,6,0.62963,0,0.314815,7,0.0123457,3,-0.0216049
4061,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.714506,2,0.628086,0,0.314815,7,0.0108025,3,-0.0231481
4062,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.714506,2,0.626543,0,0.314815,11,0.00925926,3,-0.0231481
4063,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.714506,2,0.626543,0,0.316358,11,0.00771605,3,-0.0246914
4064,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.714506,2,0.626543,0,0.316358,15,0.00617284,3,-0.0231481
4065,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.830247,5,0.716049,2,0.626543,0,0.316358,15,0.00462963,3,-0.0231481
4066,2,0.970679,4,0.95216,2,0.916667,0,0.884259,4,0.83179,5,0.716049,2,0.626543,0,0.317901,15,0.00617284,3,-0.0216049
4067,2,0.970679,4,0.95216,2,0.916667,0,0.884259,4,0.83179,1,0.714506,2,0.626543,0,0.317901,19,0.00771605,7,-0.0231481
4068,2,0.970679,4,0.95216,2,0.916667,0,0.884259,4,0.83179,1,0.714506,2,0.626543,0,0.316358,19,0.00617284,7,-0.0216049
4069,2,0.970679,4,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.714506,2,0.626543,0,0.314815,19,0.00771605,3,-0.0200617
4070,10,0.972222,4,0.95216,2,0.916667,0,0.884259,0,0.830247,1,0.714506,2,0.626543,0,0.316358,23,0.00617284,3,-0.0200617
4071,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.716049,2,0.626543,0,0.316358,23,0.00462963,3,-0.0200617
4072,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.716049,2,0.626543,0,0.316358,19,0.00617284,3,-0.0200617
4073,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.716049,2,0.626543,0,0.316358,23,0.00462963,3,-0.0200617
4074,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.714506,10,0.628086,0,0.317901,23,0.00617284,3,-0.0185185
4075,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.714506,2,0.626543,0,0.317901,27,0.00462963,3,-0.0185185
4076,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.714506,2,0.626543,0,0.317901,27,0.00617284,3,-0.0200617
4077,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.712963,2,0.625,0,0.319444,31,0.00771605,3,-0.0216049
4078,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,6,0.626543,0,0.319444,27,0.00925926,3,-0.0231481
4079,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,0,0.320988,27,0.0108025,3,-0.0231481
4080,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,6,0.626543,0,0.319444,27,0.00925926,3,-0.0231481
4081,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,0,0.320988,23,0.00771605,3,-0.0246914
4082,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,0,0.319444,19,0.00925926,3,-0.0246914
4083,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,8,0.320988,23,0.00771605,3,-0.0262346
4084,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,4,0.322531,23,0.00617284,3,-0.0262346
4085,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.712963,2,0.625,4,0.322531,19,0.00771605,3,-0.0262346
4086,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,9,0.714506,2,0.625,4,0.320988,15,0.00925926,3,-0.0262346
4087,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,9,0.712963,2,0.625,4,0.322531,15,0.0108025,3,-0.0262346
4088,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,0,0.320988,19,0.0123457,3,-0.0246914
4089,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,0,0.320988,11,0.0108025,7,-0.0262346
4090,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.625,8,0.322531,3,0.0123457,15,-0.0246914
4091,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.83179,1,0.71142,2,0.623457,4,0.320988,3,0.0123457,19,-0.0262346
4092,2,0.970679,0,0.950617,2,0.916667,0,0.884259,4,0.83179,1,0.709877,2,0.623457,4,0.320988,3,0.0123457,23,-0.0277778
4093,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,1,0.71142,2,0.623457,0,0.319444,3,0.0108025,23,-0.029321
4094,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.712963,2,0.623457,8,0.320988,3,0.0108025,15,-0.0308642
4095,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.712963,6,0.625,4,0.319444,3,0.0108025,7,-0.0324074
4096,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.712963,6,0.625,0,0.317901,3,0.0108025,11,-0.0308642
4097,10,0.972222,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.712963,14,0.626543,0,0.317901,3,0.0108025,11,-0.0324074
4098,2,0.970679,0,0.950617,2,0.916667,0,0.884259,0,0.830247,5,0.712963,18,0.628086,0,0.317901,3,0.0108025,11,-0.0308642
