iterations,bucket0,magnetism0,bucket1,magnetism1,bucket2,magnetism2,bucket3,magnetism3,bucket4,magnetism4,bucket5,magnetism5,bucket6,magnetism6,bucket7,magnetism7,bucket8,magnetism8,bucket9,magnetism9
1200,2,0.966049,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.675926,0,0.478395,15,0.155864,3,0.180556
1201,2,0.966049,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,10,0.677469,0,0.478395,11,0.154321,7,0.179012
1202,2,0.966049,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.675926,0,0.478395,7,0.152778,3,0.180556
1203,2,0.966049,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,0,0.476852,7,0.151235,3,0.182099
1204,2,0.966049,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.782407,6,0.675926,0,0.478395,7,0.149691,3,0.182099
1205,2,0.966049,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,6,0.675926,0,0.478395,3,0.148148,11,0.183642
1206,2,0.966049,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.674383,0,0.478395,3,0.148148,15,0.185185
1207,2,0.966049,0,0.95679,10,0.925926,0,0.901235,8,0.854938,1,0.783951,2,0.67284,0,0.478395,7,0.146605,15,0.186728
1208,2,0.966049,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.67284,0,0.478395,3,0.145062,19,0.188272
1209,2,0.967593,0,0.95679,2,0.924383,8,0.902778,0,0.853395,1,0.783951,2,0.67284,0,0.478395,3,0.146605,15,0.186728
1210,2,0.967593,0,0.95679,2,0.924383,0,0.901235,8,0.854938,1,0.783951,2,0.67284,0,0.478395,3,0.148148,19,0.188272
1211,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.67284,0,0.478395,7,0.146605,11,0.186728
1212,2,0.967593,0,0.95679,2,0.924383,4,0.902778,0,0.853395,9,0.785494,2,0.67284,0,0.478395,11,0.148148,15,0.185185
1213,2,0.967593,0,0.95679,2,0.924383,4,0.902778,0,0.853395,13,0.787037,2,0.674383,0,0.478395,11,0.149691,15,0.183642
1214,2,0.967593,0,0.95679,2,0.924383,4,0.902778,0,0.853395,9,0.785494,2,0.675926,0,0.478395,15,0.151235,15,0.182099
1215,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.675926,0,0.478395,19,0.152778,15,0.183642
1216,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,10,0.677469,0,0.478395,19,0.154321,19,0.185185
1217,2,0.967593,0,0.95679,2,0.924383,0,0.901235,4,0.854938,1,0.783951,2,0.675926,0,0.476852,15,0.152778,11,0.183642
1218,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.675926,0,0.476852,11,0.151235,11,0.185185
1219,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.675926,4,0.478395,15,0.149691,3,0.183642
1220,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,5,0.785494,2,0.675926,4,0.478395,11,0.148148,3,0.183642
1221,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,9,0.783951,2,0.675926,0,0.476852,15,0.146605,3,0.182099
1222,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.782407,2,0.675926,0,0.476852,11,0.145062,3,0.183642
1223,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.782407,2,0.674383,0,0.478395,15,0.146605,3,0.183642
1224,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.782407,2,0.674383,0,0.478395,15,0.148148,3,0.185185
1225,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.674383,0,0.478395,19,0.146605,7,0.186728
1226,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.674383,0,0.478395,19,0.148148,3,0.188272
1227,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.674383,0,0.479938,19,0.149691,7,0.189815
1228,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,6,0.675926,0,0.478395,11,0.148148,7,0.188272
1229,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.783951,2,0.674383,0,0.478395,11,0.149691,7,0.188272
1230,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.783951,2,0.674383,0,0.478395,11,0.151235,3,0.186728
1231,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.783951,2,0.674383,0,0.476852,3,0.149691,7,0.188272
1232,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,0,0.476852,7,0.151235,3,0.189815
1233,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,0,0.476852,3,0.149691,7,0.191358
1234,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,9,0.783951,2,0.674383,0,0.476852,7,0.148148,7,0.189815
1235,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,4,0.478395,7,0.146605,11,0.188272
1236,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,4,0.478395,3,0.145062,15,0.189815
1237,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,4,0.478395,3,0.145062,19,0.188272
1238,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,0,0.476852,7,0.146605,11,0.186728
1239,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,0,0.475309,7,0.145062,19,0.188272
1240,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,2,0.674383,4,0.476852,7,0.146605,15,0.186728
1241,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.675926,0,0.475309,7,0.148148,11,0.185185
1242,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,4,0.476852,7,0.148148,3,0.183642
1243,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,0,0.475309,11,0.146605,3,0.185185
1244,2,0.967593,0,0.95679,2,0.924383,0,0.899691,8,0.854938,1,0.782407,6,0.67284,8,0.476852,7,0.145062,7,0.186728
1245,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,14,0.674383,4,0.478395,3,0.146605,11,0.188272
1246,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,14,0.675926,0,0.476852,7,0.145062,3,0.189815
1247,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,0,0.476852,3,0.143519,7,0.188272
1248,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,9,0.783951,14,0.675926,0,0.475309,3,0.145062,7,0.186728
1249,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,0,0.475309,3,0.145062,7,0.185185
1250,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,0,0.475309,7,0.143519,3,0.183642
1251,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,0,0.475309,7,0.141975,3,0.183642
1252,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,5,0.783951,6,0.674383,0,0.475309,7,0.140432,11,0.185185
1253,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,5,0.783951,6,0.674383,0,0.473765,11,0.141975,7,0.186728
1254,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.674383,0,0.473765,7,0.140432,7,0.185185
1255,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.67284,4,0.475309,3,0.141975,7,0.186728
1256,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.853395,1,0.782407,6,0.67284,12,0.476852,3,0.141975,11,0.188272
1257,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.854938,1,0.782407,6,0.67284,8,0.475309,3,0.140432,7,0.186728
1258,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.854938,1,0.783951,2,0.671296,0,0.473765,3,0.140432,7,0.188272
1259,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.854938,1,0.783951,10,0.67284,0,0.473765,7,0.141975,7,0.188272
1260,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.854938,1,0.783951,6,0.671296,0,0.473765,7,0.141975,3,0.186728
1261,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.854938,1,0.783951,2,0.669753,0,0.473765,7,0.143519,3,0.186728
1262,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.854938,1,0.783951,2,0.669753,0,0.473765,7,0.141975,3,0.188272
1263,2,0.967593,0,0.95679,2,0.924383,0,0.899691,0,0.854938,1,0.783951,2,0.669753,0,0.475309,7,0.143519,3,0.188272
1264,2,0.967593,0,0.95679,2,0.924383,4,0.901235,4,0.856481,1,0.783951,2,0.669753,0,0.475309,7,0.143519,3,0.186728
1265,2,0.967593,0,0.95679,2,0.924383,4,0.901235,4,0.856481,1,0.783951,2,0.66821,0,0.475309,7,0.141975,3,0.188272
1266,2,0.967593,0,0.95679,6,0.925926,4,0.901235,4,0.856481,1,0.783951,2,0.66821,0,0.475309,11,0.143519,3,0.188272
1267,2,0.967593,0,0.95679,6,0.925926,4,0.901235,0,0.854938,1,0.783951,2,0.666667,0,0.475309,7,0.141975,3,0.188272
1268,2,0.967593,0,0.95679,6,0.925926,4,0.901235,0,0.854938,1,0.783951,2,0.666667,0,0.475309,11,0.143519,3,0.188272
1269,2,0.967593,0,0.95679,6,0.925926,4,0.901235,0,0.854938,1,0.783951,2,0.666667,0,0.475309,7,0.145062,3,0.186728
1270,2,0.967593,0,0.95679,6,0.925926,4,0.901235,0,0.854938,1,0.783951,2,0.666667,0,0.475309,7,0.146605,3,0.186728
1271,2,0.967593,0,0.95679,6,0.925926,4,0.901235,0,0.854938,1,0.783951,2,0.666667,4,0.476852,11,0.148148,7,0.188272
1272,2,0.967593,0,0.95679,6,0.925926,4,0.901235,0,0.854938,1,0.783951,2,0.666667,0,0.475309,15,0.149691,7,0.189815
1273,2,0.967593,0,0.95679,6,0.925926,4,0.901235,0,0.854938,1,0.783951,2,0.66821,0,0.473765,23,0.148148,3,0.191358
1274,2,0.967593,8,0.958333,6,0.925926,4,0.901235,8,0.856481,1,0.783951,2,0.66821,0,0.472222,27,0.149691,11,0.189815
1275,2,0.967593,0,0.95679,6,0.925926,8,0.902778,16,0.858025,1,0.783951,2,0.66821,4,0.473765,23,0.148148,15,0.191358
1276,2,0.967593,0,0.95679,6,0.925926,0,0.901235,8,0.856481,1,0.782407,2,0.66821,4,0.473765,27,0.149691,15,0.189815
1277,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,5,0.783951,2,0.66821,4,0.473765,31,0.148148,11,0.188272
1278,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,1,0.782407,2,0.66821,4,0.475309,23,0.146605,15,0.189815
1279,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,5,0.783951,2,0.66821,0,0.473765,15,0.148148,15,0.188272
1280,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,5,0.783951,2,0.66821,0,0.473765,15,0.149691,11,0.186728
1281,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,1,0.782407,2,0.66821,0,0.475309,15,0.151235,11,0.188272
1282,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,5,0.783951,2,0.66821,0,0.475309,11,0.152778,3,0.189815
1283,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,1,0.782407,2,0.66821,0,0.475309,15,0.151235,7,0.191358
1284,2,0.967593,8,0.958333,6,0.925926,0,0.901235,0,0.854938,1,0.782407,2,0.66821,0,0.473765,23,0.149691,7,0.192901
1285,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,1,0.782407,6,0.666667,0,0.473765,15,0.148148,3,0.194444
1286,2,0.967593,0,0.95679,6,0.925926,0,0.901235,0,0.854938,1,0.782407,6,0.666667,4,0.475309,19,0.149691,7,0.195988
1287,2,0.967593,0,0.95679,6,0.925926,0,0.901235,8,0.856481,1,0.782407,6,0.666667,0,0.473765,19,0.151235,7,0.194444
1288,2,0.967593,0,0.95679,2,0.924383,0,0.901235,4,0.854938,1,0.780864,2,0.665123,0,0.473765,23,0.149691,3,0.192901
1289,2,0.967593,0,0.95679,2,0.924383,0,0.901235,4,0.854938,1,0.780864,2,0.665123,4,0.475309,19,0.151235,3,0.194444
1290,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,0,0.473765,19,0.152778,3,0.194444
1291,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,8,0.475309,19,0.154321,7,0.195988
1292,2,0.967593,0,0.95679,2,0.924383,0,0.901235,4,0.854938,5,0.782407,2,0.665123,8,0.476852,19,0.152778,3,0.194444
1293,2,0.967593,0,0.95679,2,0.924383,0,0.901235,4,0.854938,1,0.780864,2,0.665123,0,0.475309,23,0.154321,3,0.194444
1294,2,0.967593,0,0.95679,2,0.924383,0,0.901235,4,0.854938,1,0.780864,2,0.665123,0,0.473765,19,0.152778,7,0.195988
1295,2,0.967593,0,0.95679,2,0.924383,0,0.901235,4,0.854938,1,0.780864,2,0.666667,4,0.475309,15,0.151235,3,0.194444
1296,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.666667,4,0.475309,7,0.149691,3,0.192901
1297,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,4,0.475309,11,0.148148,3,0.191358
1298,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,4,0.476852,15,0.149691,3,0.189815
1299,2,0.967593,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,4,0.475309,15,0.151235,3,0.188272
1300,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,0,0.473765,19,0.152778,3,0.188272
1301,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,5,0.782407,2,0.665123,0,0.473765,27,0.154321,11,0.189815
1302,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,5,0.782407,2,0.665123,0,0.473765,35,0.152778,7,0.188272
1303,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,5,0.782407,2,0.665123,4,0.472222,31,0.151235,11,0.189815
1304,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,5,0.782407,2,0.665123,8,0.473765,35,0.152778,7,0.191358
1305,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,4,0.472222,35,0.151235,7,0.189815
1306,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,9,0.782407,10,0.666667,4,0.473765,35,0.149691,7,0.188272
1307,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,4,0.472222,27,0.148148,3,0.189815
1308,6,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,4,0.472222,31,0.146605,3,0.189815
1309,10,0.970679,0,0.95679,2,0.924383,8,0.902778,0,0.853395,1,0.780864,2,0.665123,0,0.470679,35,0.145062,7,0.188272
1310,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,0,0.470679,31,0.143519,11,0.186728
1311,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,0,0.472222,27,0.141975,11,0.185185
1312,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.665123,8,0.473765,19,0.140432,7,0.183642
1313,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,2,0.666667,4,0.472222,19,0.141975,3,0.182099
1314,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,10,0.66821,12,0.473765,19,0.143519,3,0.182099
1315,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,6,0.666667,8,0.472222,19,0.145062,3,0.182099
1316,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.853395,1,0.780864,6,0.666667,0,0.470679,19,0.143519,3,0.182099
1317,2,0.969136,0,0.95679,6,0.925926,0,0.901235,0,0.853395,1,0.779321,6,0.666667,0,0.472222,15,0.145062,7,0.183642
1318,2,0.969136,0,0.95679,6,0.925926,0,0.901235,0,0.853395,1,0.779321,6,0.666667,0,0.473765,15,0.146605,11,0.182099
1319,2,0.969136,0,0.95679,6,0.925926,0,0.901235,0,0.853395,1,0.777778,6,0.666667,0,0.473765,11,0.145062,7,0.183642
1320,2,0.969136,8,0.958333,6,0.925926,0,0.901235,0,0.853395,1,0.777778,14,0.66821,0,0.473765,3,0.143519,7,0.182099
1321,2,0.969136,0,0.95679,6,0.925926,0,0.901235,0,0.854938,1,0.777778,10,0.666667,8,0.475309,3,0.143519,11,0.183642
1322,2,0.969136,4,0.958333,6,0.925926,0,0.901235,0,0.854938,1,0.777778,2,0.665123,8,0.473765,3,0.141975,3,0.182099
1323,2,0.969136,4,0.958333,2,0.924383,0,0.901235,0,0.854938,1,0.777778,2,0.665123,12,0.475309,3,0.141975,3,0.182099
1324,2,0.969136,4,0.958333,2,0.924383,0,0.901235,0,0.854938,1,0.779321,2,0.665123,8,0.473765,3,0.141975,3,0.182099
1325,2,0.969136,4,0.958333,2,0.924383,0,0.901235,0,0.854938,1,0.779321,2,0.665123,12,0.475309,7,0.140432,11,0.180556
1326,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.854938,1,0.779321,2,0.666667,20,0.476852,3,0.138889,15,0.179012
1327,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.854938,1,0.779321,2,0.666667,20,0.478395,7,0.137346,19,0.180556
1328,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.854938,1,0.779321,2,0.666667,16,0.476852,7,0.138889,15,0.179012
1329,2,0.969136,0,0.95679,2,0.924383,0,0.901235,0,0.854938,1,0.779321,2,0.666667,12,0.475309,3,0.140432,23,0.180556
1330,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,4,0.473765,3,0.140432,19,0.182099
1331,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,4,0.473765,3,0.140432,15,0.180556
1332,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,4,0.475309,3,0.140432,23,0.182099
1333,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,4,0.475309,3,0.140432,27,0.183642
1334,10,0.970679,0,0.95679,2,0.92284,0,0.901235,0,0.854938,5,0.780864,6,0.666667,4,0.475309,3,0.141975,27,0.185185
1335,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,5,0.780864,2,0.665123,4,0.476852,3,0.141975,23,0.183642
1336,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,0,0.475309,3,0.140432,19,0.182099
1337,2,0.969136,4,0.958333,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,0,0.475309,3,0.140432,19,0.180556
1338,2,0.969136,4,0.958333,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,0,0.473765,3,0.138889,11,0.182099
1339,2,0.969136,4,0.958333,2,0.92284,0,0.901235,0,0.854938,1,0.779321,2,0.665123,0,0.473765,3,0.138889,11,0.180556
1340,2,0.969136,4,0.958333,2,0.92284,0,0.901235,0,0.854938,1,0.780864,2,0.665123,0,0.472222,3,0.137346,15,0.182099
1341,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.780864,2,0.665123,0,0.472222,3,0.137346,11,0.180556
1342,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.856481,1,0.780864,2,0.665123,0,0.472222,3,0.135802,11,0.179012
1343,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.856481,1,0.780864,2,0.665123,0,0.472222,7,0.134259,3,0.177469
1344,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.856481,1,0.780864,2,0.665123,0,0.472222,3,0.135802,3,0.179012
1345,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.856481,1,0.780864,2,0.665123,0,0.472222,3,0.134259,7,0.177469
1346,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.856481,1,0.780864,6,0.666667,0,0.472222,11,0.132716,7,0.175926
1347,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.856481,1,0.780864,2,0.665123,0,0.472222,15,0.131173,7,0.177469
1348,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.856481,1,0.780864,2,0.665123,0,0.470679,11,0.132716,7,0.179012
1349,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.780864,2,0.665123,4,0.469136,15,0.134259,11,0.180556
1350,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,1,0.780864,2,0.665123,0,0.467593,19,0.135802,11,0.182099
1351,2,0.969136,0,0.95679,2,0.921296,0,0.901235,8,0.856481,1,0.780864,2,0.665123,4,0.469136,19,0.134259,11,0.183642
1352,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,5,0.782407,2,0.665123,4,0.467593,23,0.132716,11,0.185185
1353,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,5,0.782407,2,0.665123,0,0.466049,27,0.131173,3,0.183642
1354,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,5,0.782407,2,0.66358,0,0.466049,23,0.12963,3,0.183642
1355,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,5,0.782407,2,0.66358,4,0.467593,15,0.131173,7,0.182099
1356,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,9,0.783951,2,0.66358,4,0.466049,7,0.12963,3,0.180556
1357,2,0.969136,0,0.95679,2,0.92284,0,0.901235,0,0.854938,5,0.782407,2,0.66358,4,0.464506,7,0.131173,3,0.180556
1358,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,2,0.66358,0,0.466049,3,0.12963,7,0.182099
1359,2,0.969136,0,0.95679,2,0.92284,0,0.899691,8,0.856481,5,0.782407,2,0.66358,8,0.467593,3,0.12963,7,0.183642
1360,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,2,0.66358,0,0.466049,3,0.131173,3,0.185185
1361,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,2,0.66358,4,0.467593,3,0.131173,7,0.186728
1362,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,2,0.66358,0,0.466049,3,0.132716,11,0.188272
1363,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,2,0.66358,0,0.467593,3,0.132716,7,0.186728
1364,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,2,0.66358,0,0.469136,3,0.132716,3,0.185185
1365,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,10,0.665123,0,0.469136,11,0.131173,7,0.186728
1366,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.782407,2,0.66358,8,0.470679,11,0.132716,7,0.188272
1367,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,5,0.783951,2,0.66358,4,0.469136,19,0.134259,11,0.186728
1368,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,1,0.782407,2,0.66358,12,0.470679,19,0.135802,7,0.185185
1369,2,0.969136,0,0.95679,2,0.92284,0,0.899691,8,0.856481,1,0.782407,2,0.66358,16,0.469136,23,0.137346,7,0.183642
1370,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,1,0.782407,2,0.66358,12,0.467593,19,0.138889,11,0.182099
1371,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,1,0.782407,2,0.66358,8,0.469136,15,0.140432,7,0.180556
1372,2,0.969136,0,0.95679,6,0.924383,0,0.899691,0,0.854938,1,0.782407,2,0.662037,0,0.467593,11,0.141975,7,0.179012
1373,2,0.969136,0,0.95679,6,0.924383,0,0.899691,0,0.854938,1,0.782407,2,0.662037,0,0.467593,19,0.143519,3,0.177469
1374,2,0.969136,0,0.95679,6,0.924383,0,0.899691,0,0.854938,1,0.782407,2,0.662037,0,0.467593,23,0.145062,7,0.179012
1375,2,0.969136,0,0.95679,6,0.924383,0,0.899691,0,0.854938,1,0.782407,2,0.662037,0,0.467593,27,0.146605,15,0.180556
1376,2,0.969136,0,0.95679,6,0.924383,0,0.899691,0,0.854938,1,0.782407,2,0.662037,0,0.467593,35,0.148148,19,0.182099
1377,2,0.969136,0,0.95679,6,0.924383,0,0.899691,0,0.854938,1,0.782407,6,0.66358,0,0.467593,35,0.146605,19,0.183642
1378,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,1,0.782407,6,0.66358,0,0.467593,27,0.145062,15,0.182099
1379,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.854938,1,0.782407,6,0.66358,0,0.467593,27,0.143519,11,0.180556
1380,10,0.970679,0,0.95679,2,0.92284,0,0.899691,0,0.854938,1,0.782407,6,0.66358,0,0.467593,23,0.141975,7,0.179012
1381,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.856481,5,0.783951,2,0.662037,0,0.467593,15,0.140432,11,0.177469
1382,2,0.969136,8,0.958333,2,0.92284,0,0.899691,0,0.856481,5,0.783951,2,0.662037,0,0.466049,11,0.138889,11,0.175926
1383,2,0.969136,0,0.95679,2,0.92284,0,0.899691,0,0.856481,5,0.783951,2,0.662037,0,0.466049,11,0.140432,15,0.177469
1384,2,0.969136,0,0.95679,2,0.921296,0,0.899691,0,0.856481,5,0.783951,2,0.662037,0,0.466049,11,0.138889,15,0.175926
1385,2,0.969136,0,0.95679,2,0.921296,0,0.899691,0,0.856481,5,0.783951,2,0.662037,8,0.467593,11,0.140432,11,0.174383
1386,2,0.969136,0,0.95679,2,0.921296,0,0.899691,0,0.856481,5,0.783951,2,0.662037,4,0.469136,15,0.141975,11,0.17284
1387,2,0.969136,0,0.95679,2,0.921296,0,0.899691,0,0.856481,5,0.783951,2,0.662037,4,0.469136,11,0.140432,15,0.174383
1388,2,0.969136,0,0.95679,2,0.921296,0,0.899691,0,0.856481,5,0.783951,2,0.662037,0,0.467593,7,0.138889,11,0.17284
1389,2,0.969136,0,0.95679,2,0.921296,0,0.899691,0,0.856481,5,0.783951,2,0.662037,0,0.467593,11,0.137346,19,0.171296
