10	2.86
20	3.79
30	3.98
40	4.53
50	4.92
60	4.93
70	5.22
80	5.35
90	5.76
100	5.67
110	5.83
120	5.86
130	6.08
140	5.86
150	6.25
160	6.38
170	6.4
180	6.3
190	6.53
200	6.42
210	6.5
220	6.74
230	6.9
240	6.96
250	6.82
260	6.99
270	6.73
280	6.66
290	7
300	7.2
310	7.12
320	6.85
330	7.09
340	7.32
350	7.16
360	7.28
370	7.5
380	7.44
390	6.98
400	7.29
410	7.44
420	7.4
430	7.34
440	7.46
450	7.17
460	7.54
470	7.67
480	7.54
490	7.5
500	7.52
510	7.52
520	7.66
530	7.5
540	7.72
550	7.71
560	7.77
570	7.68
580	7.75
590	7.53
600	7.81
610	7.8
620	7.69
630	8.06
640	7.89
650	8.03
660	7.64
670	8.11
680	8.13
690	7.92
700	7.76
710	8.05
720	8.05
730	7.75
740	8.16
750	8.34
760	8.07
770	8.01
780	8
790	8.11
800	8.07
810	7.98
820	7.97
830	8.22
840	8.05
850	8.34
860	8.11
870	8.14
880	8.17
890	8.23
900	7.96
910	8.27
920	8.04
930	7.98
940	8.47
950	7.74
960	7.91
970	8.24
980	8.2
990	8.31
1000	8.22
