iteration,bucketValue,magnetism
1,192,0.998457
2,184,0.996914
3,176,0.99537
4,168,0.993827
5,164,0.992284
6,156,0.990741
7,148,0.989198
8,140,0.987654
9,132,0.986111
10,124,0.984568
11,116,0.983025
12,108,0.981481
13,100,0.979938
14,92,0.978395
15,84,0.976852
16,76,0.975309
17,68,0.973765
18,60,0.972222
19,52,0.970679
20,44,0.969136
21,36,0.967593
22,28,0.966049
23,20,0.964506
24,12,0.962963
25,4,0.96142
26,4,0.96142
27,4,0.96142
28,4,0.96142
29,4,0.96142
30,4,0.96142
31,4,0.96142
32,4,0.96142
33,4,0.96142
34,4,0.96142
35,4,0.96142
36,4,0.96142
37,4,0.96142
38,4,0.96142
39,4,0.96142
40,4,0.96142
41,0,0.959877
42,0,0.959877
43,0,0.959877
44,0,0.959877
45,0,0.959877
46,0,0.959877
47,0,0.959877
48,0,0.959877
49,0,0.959877
50,0,0.959877
51,0,0.959877
52,0,0.959877
53,0,0.959877
54,0,0.959877
55,0,0.959877
56,0,0.959877
57,0,0.959877
58,0,0.959877
59,0,0.959877
60,0,0.959877
61,0,0.959877
62,0,0.959877
63,0,0.959877
64,0,0.959877
65,0,0.959877
66,0,0.959877
67,0,0.959877
68,0,0.959877
69,0,0.959877
70,0,0.959877
71,0,0.959877
72,0,0.959877
73,0,0.959877
74,0,0.959877
75,0,0.959877
76,0,0.959877
77,0,0.959877
78,0,0.959877
79,0,0.959877
80,0,0.959877
81,0,0.959877
82,0,0.959877
83,0,0.959877
84,0,0.959877
85,0,0.959877
86,0,0.959877
87,0,0.959877
88,0,0.959877
89,0,0.959877
90,0,0.959877
91,0,0.959877
92,0,0.959877
93,0,0.959877
94,0,0.959877
95,0,0.959877
96,8,0.96142
97,4,0.959877
98,4,0.959877
99,4,0.959877
100,4,0.959877
101,4,0.959877
102,4,0.959877
103,4,0.959877
104,4,0.959877
105,4,0.959877
106,4,0.959877
107,4,0.959877
108,4,0.959877
109,4,0.959877
110,4,0.958333
111,4,0.958333
112,4,0.958333
113,4,0.958333
114,4,0.958333
115,4,0.958333
116,4,0.958333
117,0,0.95679
118,0,0.95679
119,0,0.95679
120,0,0.95679
121,8,0.958333
122,0,0.95679
123,0,0.95679
124,0,0.95679
125,0,0.95679
126,0,0.95679
127,0,0.95679
128,0,0.95679
129,0,0.95679
130,0,0.95679
131,0,0.95679
132,0,0.95679
133,0,0.95679
134,0,0.95679
135,0,0.95679
136,0,0.95679
137,0,0.95679
138,0,0.95679
139,0,0.95679
140,0,0.95679
141,0,0.95679
142,0,0.95679
143,0,0.95679
144,0,0.95679
145,0,0.95679
146,0,0.95679
147,0,0.95679
148,0,0.95679
149,0,0.95679
150,0,0.95679
151,8,0.958333
152,0,0.95679
153,0,0.95679
154,0,0.95679
155,0,0.95679
156,0,0.95679
157,0,0.95679
158,0,0.95679
159,0,0.95679
160,0,0.95679
161,0,0.95679
162,0,0.95679
163,0,0.95679
164,0,0.95679
165,0,0.95679
166,0,0.95679
167,0,0.95679
168,0,0.95679
169,0,0.95679
170,0,0.95679
171,0,0.95679
172,0,0.95679
173,0,0.95679
174,0,0.95679
175,0,0.95679
176,0,0.95679
177,0,0.95679
178,0,0.95679
179,0,0.95679
180,0,0.95679
181,0,0.95679
182,0,0.95679
183,0,0.95679
184,0,0.95679
185,0,0.95679
186,0,0.95679
187,0,0.95679
188,0,0.95679
189,0,0.95679
190,0,0.95679
191,0,0.95679
192,0,0.95679
193,0,0.95679
194,0,0.95679
195,0,0.95679
196,0,0.95679
197,0,0.95679
198,0,0.95679
199,0,0.95679
200,0,0.95679
201,0,0.95679
202,0,0.95679
203,0,0.95679
204,0,0.95679
205,0,0.95679
206,0,0.95679
207,0,0.95679
208,0,0.95679
209,0,0.95679
210,0,0.95679
211,0,0.95679
212,0,0.95679
213,0,0.95679
214,0,0.95679
215,0,0.95679
216,0,0.95679
217,0,0.95679
218,0,0.95679
219,8,0.958333
220,4,0.95679
221,4,0.95679
222,4,0.95679
223,4,0.95679
224,4,0.95679
225,0,0.955247
226,0,0.955247
227,0,0.955247
228,0,0.955247
229,0,0.955247
230,0,0.955247
231,0,0.955247
232,0,0.955247
233,0,0.955247
234,0,0.955247
235,0,0.955247
236,0,0.955247
237,0,0.955247
238,0,0.955247
239,0,0.955247
240,0,0.955247
241,0,0.955247
242,0,0.955247
243,0,0.955247
244,0,0.955247
245,0,0.955247
246,0,0.955247
