iteration,bucketValue,magnetism
1,792,0.998457
2,784,0.996914
3,776,0.99537
4,768,0.993827
5,760,0.992284
6,752,0.990741
7,744,0.989198
8,736,0.987654
9,728,0.986111
10,720,0.984568
11,712,0.983025
12,704,0.981481
13,696,0.979938
14,688,0.978395
15,680,0.976852
16,672,0.975309
17,664,0.973765
18,656,0.972222
19,648,0.970679
20,640,0.969136
21,632,0.967593
22,624,0.966049
23,616,0.964506
24,624,0.966049
25,616,0.964506
26,608,0.962963
27,600,0.96142
28,592,0.959877
29,584,0.958333
30,576,0.95679
31,568,0.955247
32,560,0.953704
33,552,0.95216
34,544,0.950617
35,536,0.949074
36,528,0.947531
37,520,0.945988
38,512,0.944444
39,504,0.942901
40,496,0.941358
41,488,0.939815
42,480,0.938272
43,472,0.936728
44,464,0.935185
45,456,0.933642
46,448,0.932099
47,440,0.930556
48,448,0.932099
49,440,0.930556
50,432,0.929012
51,424,0.927469
52,416,0.925926
53,412,0.924383
54,404,0.92284
55,396,0.921296
56,388,0.919753
57,380,0.91821
58,372,0.916667
59,364,0.915123
60,372,0.916667
61,364,0.915123
62,356,0.91358
63,348,0.912037
64,344,0.910494
65,336,0.908951
66,328,0.907407
67,320,0.905864
68,312,0.904321
69,304,0.902778
70,296,0.901235
71,288,0.899691
72,280,0.898148
73,272,0.896605
74,264,0.895062
75,256,0.893519
76,248,0.891975
77,240,0.890432
78,232,0.888889
79,224,0.887346
80,216,0.885802
81,208,0.884259
82,200,0.882716
83,192,0.881173
84,184,0.87963
85,176,0.878086
86,168,0.876543
87,160,0.875
88,152,0.873457
89,160,0.875
90,152,0.873457
91,144,0.871914
92,136,0.87037
93,128,0.868827
94,120,0.867284
95,112,0.865741
96,108,0.864198
97,104,0.862654
98,96,0.861111
99,92,0.859568
100,100,0.861111
101,100,0.859568
102,96,0.858025
103,92,0.856481
104,84,0.854938
105,76,0.853395
106,68,0.851852
107,60,0.850309
108,56,0.848765
109,48,0.847222
110,40,0.845679
111,36,0.844136
112,32,0.842593
113,24,0.841049
114,16,0.839506
115,8,0.837963
116,0,0.83642
117,0,0.83642
118,0,0.83642
119,0,0.83642
120,0,0.83642
121,0,0.83642
122,0,0.83642
123,0,0.83642
124,8,0.837963
125,4,0.83642
126,0,0.834877
127,0,0.834877
128,0,0.834877
129,8,0.83642
130,4,0.834877
131,0,0.833333
132,0,0.833333
133,0,0.833333
134,0,0.833333
135,0,0.833333
136,0,0.83179
137,0,0.83179
138,0,0.83179
139,0,0.83179
140,0,0.83179
141,0,0.83179
142,0,0.83179
143,0,0.83179
144,4,0.833333
145,4,0.833333
146,4,0.833333
147,4,0.833333
148,4,0.833333
149,4,0.833333
150,0,0.83179
151,0,0.83179
152,0,0.83179
153,0,0.83179
154,0,0.83179
155,0,0.830247
156,0,0.830247
157,0,0.830247
158,0,0.830247
159,0,0.830247
160,0,0.830247
161,0,0.830247
162,0,0.830247
163,0,0.828704
164,0,0.828704
165,0,0.828704
166,0,0.828704
167,0,0.828704
168,0,0.828704
169,0,0.828704
170,0,0.828704
171,0,0.828704
172,0,0.828704
173,0,0.828704
174,8,0.830247
175,0,0.828704
176,0,0.828704
177,0,0.828704
178,0,0.828704
179,0,0.828704
180,0,0.828704
181,0,0.828704
182,0,0.828704
183,0,0.828704
184,0,0.828704
185,0,0.828704
186,0,0.828704
187,0,0.828704
188,0,0.828704
189,0,0.828704
190,4,0.830247
191,0,0.828704
192,0,0.828704
193,0,0.828704
194,8,0.830247
195,0,0.828704
196,0,0.828704
197,0,0.828704
198,0,0.828704
199,0,0.828704
200,0,0.828704
201,0,0.828704
202,0,0.830247
203,0,0.830247
204,0,0.830247
205,0,0.830247
206,0,0.830247
207,0,0.830247
208,0,0.830247
209,0,0.830247
210,0,0.830247
211,0,0.830247
212,0,0.830247
213,0,0.830247
214,0,0.830247
215,0,0.830247
216,0,0.830247
217,0,0.830247
218,0,0.830247
219,0,0.830247
220,0,0.830247
221,0,0.830247
222,0,0.830247
223,0,0.830247
224,4,0.83179
225,12,0.833333
226,4,0.83179
227,4,0.83179
228,0,0.830247
229,8,0.83179
230,0,0.830247
231,0,0.830247
232,0,0.830247
233,0,0.830247
234,0,0.830247
235,8,0.83179
236,4,0.830247
237,0,0.828704
238,0,0.828704
239,0,0.828704
240,8,0.830247
241,4,0.828704
242,4,0.828704
243,4,0.828704
244,4,0.828704
245,4,0.828704
246,0,0.82716
247,0,0.82716
248,0,0.82716
249,0,0.82716
250,0,0.82716
251,0,0.82716
252,0,0.82716
253,0,0.82716
254,0,0.82716
255,0,0.82716
256,0,0.82716
257,0,0.825617
258,0,0.825617
259,0,0.825617
260,0,0.825617
261,0,0.825617
262,0,0.825617
263,4,0.824074
264,12,0.825617
265,4,0.824074
266,4,0.824074
267,0,0.822531
268,0,0.822531
269,0,0.822531
270,8,0.824074
271,0,0.822531
272,0,0.822531
273,0,0.822531
274,0,0.822531
275,0,0.822531
276,8,0.824074
277,4,0.822531
278,4,0.822531
279,4,0.822531
280,0,0.820988
281,0,0.820988
282,0,0.820988
283,0,0.820988
284,0,0.820988
285,4,0.822531
286,4,0.822531
287,4,0.822531
288,0,0.820988
289,0,0.820988
290,0,0.820988
291,0,0.820988
292,0,0.820988
293,0,0.820988
294,0,0.820988
295,0,0.820988
296,8,0.822531
297,0,0.820988
298,0,0.820988
299,0,0.822531
300,0,0.822531
301,0,0.822531
302,0,0.822531
303,0,0.822531
304,0,0.822531
305,0,0.822531
306,0,0.822531
307,0,0.822531
308,0,0.822531
309,0,0.822531
310,0,0.822531
311,0,0.822531
312,0,0.822531
313,4,0.824074
314,4,0.824074
315,4,0.824074
316,4,0.824074
317,0,0.822531
318,0,0.822531
319,0,0.822531
320,8,0.824074
321,0,0.822531
322,0,0.822531
323,0,0.822531
324,0,0.822531
325,0,0.822531
326,0,0.822531
327,0,0.822531
328,8,0.824074
329,0,0.822531
330,0,0.822531
331,0,0.822531
332,0,0.822531
333,0,0.822531
334,0,0.822531
335,0,0.822531
336,0,0.822531
337,0,0.822531
338,0,0.822531
339,0,0.820988
340,0,0.820988
341,0,0.820988
342,0,0.820988
343,0,0.820988
344,0,0.820988
345,0,0.820988
346,0,0.820988
347,0,0.820988
348,0,0.820988
349,0,0.820988
350,0,0.820988
351,0,0.820988
352,0,0.820988
353,0,0.819444
354,0,0.819444
355,0,0.819444
356,0,0.819444
357,0,0.819444
358,0,0.819444
359,0,0.819444
360,0,0.819444
361,0,0.819444
362,0,0.819444
363,0,0.819444
364,0,0.819444
365,0,0.819444
366,8,0.820988
367,0,0.819444
368,0,0.819444
369,8,0.820988
370,0,0.819444
371,0,0.819444
372,8,0.820988
373,0,0.819444
374,0,0.817901
375,0,0.817901
376,0,0.817901
377,0,0.817901
378,0,0.816358
379,0,0.816358
380,0,0.814815
381,0,0.814815
382,0,0.814815
383,0,0.814815
384,0,0.814815
385,0,0.814815
386,8,0.816358
387,0,0.814815
388,0,0.814815
389,0,0.813272
390,0,0.813272
391,0,0.813272
392,0,0.813272
393,0,0.813272
394,0,0.813272
395,0,0.813272
396,0,0.813272
397,8,0.814815
398,4,0.813272
399,0,0.811728
400,0,0.811728
401,0,0.811728
402,0,0.811728
403,0,0.810185
404,0,0.810185
405,4,0.811728
406,4,0.811728
407,0,0.810185
408,0,0.810185
409,0,0.810185
410,0,0.810185
411,0,0.810185
412,4,0.811728
413,4,0.811728
414,4,0.811728
415,4,0.811728
416,4,0.811728
417,4,0.811728
418,4,0.811728
419,4,0.811728
420,4,0.811728
421,4,0.813272
422,4,0.811728
423,12,0.813272
424,4,0.811728
425,4,0.811728
426,0,0.810185
427,0,0.810185
428,0,0.808642
429,0,0.807099
430,8,0.808642
431,0,0.807099
432,0,0.807099
433,0,0.807099
434,0,0.807099
435,0,0.807099
436,0,0.807099
437,0,0.807099
438,0,0.807099
439,8,0.808642
440,16,0.810185
441,8,0.808642
442,0,0.807099
443,0,0.807099
444,0,0.807099
445,0,0.807099
446,0,0.807099
447,0,0.807099
448,0,0.805556
449,0,0.805556
450,0,0.805556
451,8,0.807099
452,4,0.805556
453,0,0.804012
454,0,0.804012
455,0,0.804012
456,0,0.804012
457,0,0.804012
458,0,0.804012
459,0,0.804012
460,0,0.804012
461,0,0.804012
462,0,0.804012
463,0,0.804012
464,0,0.804012
465,0,0.804012
466,8,0.805556
467,12,0.807099
468,20,0.808642
469,16,0.807099
470,20,0.808642
471,16,0.807099
472,8,0.805556
473,0,0.804012
474,0,0.804012
475,0,0.804012
476,0,0.804012
477,0,0.804012
478,0,0.804012
479,4,0.802469
480,0,0.800926
481,0,0.800926
482,0,0.800926
483,0,0.800926
484,0,0.800926
485,0,0.800926
486,0,0.800926
487,0,0.800926
488,0,0.800926
489,0,0.800926
490,0,0.800926
491,0,0.800926
492,0,0.800926
493,0,0.800926
494,0,0.800926
495,0,0.799383
496,0,0.799383
497,4,0.800926
498,4,0.800926
499,4,0.800926
500,0,0.799383
501,0,0.799383
502,0,0.799383
503,0,0.800926
504,0,0.800926
505,0,0.800926
506,0,0.800926
507,0,0.800926
508,0,0.800926
509,0,0.800926
510,0,0.800926
511,0,0.800926
512,0,0.800926
513,0,0.800926
514,0,0.800926
515,0,0.800926
516,0,0.800926
517,0,0.800926
518,8,0.802469
519,0,0.800926
520,0,0.800926
521,0,0.800926
522,0,0.800926
523,0,0.800926
524,0,0.799383
525,0,0.799383
526,0,0.799383
527,0,0.799383
528,0,0.799383
529,0,0.799383
530,0,0.799383
531,0,0.799383
532,0,0.799383
533,0,0.799383
534,0,0.799383
535,0,0.799383
536,0,0.799383
537,0,0.799383
538,0,0.799383
539,0,0.799383
540,0,0.799383
541,0,0.79784
542,0,0.79784
543,0,0.79784
544,0,0.79784
545,8,0.799383
546,0,0.79784
547,0,0.79784
548,0,0.79784
549,0,0.79784
550,0,0.79784
551,0,0.79784
552,8,0.799383
553,0,0.79784
554,0,0.79784
555,0,0.79784
556,0,0.79784
557,0,0.79784
558,0,0.79784
559,0,0.79784
560,0,0.79784
561,0,0.79784
562,0,0.79784
563,0,0.79784
564,0,0.79784
565,0,0.79784
566,0,0.79784
567,0,0.79784
568,0,0.79784
569,0,0.79784
570,0,0.79784
571,0,0.79784
572,0,0.79784
573,4,0.799383
574,4,0.799383
575,4,0.799383
576,4,0.799383
577,4,0.799383
578,4,0.799383
579,0,0.79784
580,8,0.799383
581,8,0.800926
582,0,0.799383
583,0,0.799383
584,0,0.799383
585,0,0.799383
586,0,0.799383
587,0,0.799383
588,0,0.799383
589,0,0.799383
590,0,0.800926
591,0,0.800926
592,0,0.800926
593,0,0.800926
594,0,0.800926
595,0,0.800926
596,0,0.800926
597,0,0.800926
598,0,0.800926
599,0,0.800926
600,0,0.800926
601,0,0.800926
602,0,0.802469
603,0,0.802469
604,0,0.800926
605,0,0.800926
606,0,0.800926
607,4,0.802469
608,4,0.802469
609,4,0.802469
610,4,0.802469
611,0,0.800926
612,0,0.800926
613,0,0.800926
614,4,0.802469
615,4,0.802469
616,4,0.802469
617,4,0.802469
618,4,0.802469
619,0,0.800926
620,8,0.802469
621,0,0.800926
622,4,0.799383
623,4,0.799383
624,4,0.799383
625,4,0.799383
626,4,0.799383
627,4,0.799383
628,4,0.799383
629,4,0.799383
630,0,0.79784
631,0,0.79784
632,4,0.799383
633,4,0.799383
634,12,0.800926
635,4,0.799383
