iteration,bucketValue,magnetism
1,992,0.998457
2,984,0.996914
3,976,0.99537
4,968,0.993827
5,960,0.992284
6,952,0.990741
7,944,0.989198
8,936,0.987654
9,928,0.986111
10,920,0.984568
11,912,0.983025
12,904,0.981481
13,896,0.979938
14,888,0.978395
15,884,0.976852
16,876,0.975309
17,868,0.973765
18,860,0.972222
19,852,0.970679
20,844,0.969136
21,836,0.967593
22,832,0.966049
23,824,0.964506
24,816,0.962963
25,812,0.96142
26,804,0.959877
27,800,0.958333
28,792,0.95679
29,788,0.955247
30,780,0.953704
31,772,0.95216
32,764,0.950617
33,756,0.949074
34,748,0.947531
35,740,0.945988
36,732,0.944444
37,724,0.942901
38,716,0.941358
39,712,0.939815
40,704,0.938272
41,696,0.936728
42,688,0.935185
43,680,0.933642
44,672,0.932099
45,664,0.930556
46,656,0.929012
47,648,0.927469
48,656,0.929012
49,648,0.927469
50,640,0.925926
51,632,0.924383
52,624,0.92284
53,616,0.921296
54,608,0.919753
55,600,0.91821
56,592,0.916667
57,584,0.915123
58,580,0.91358
59,572,0.912037
60,564,0.910494
61,556,0.908951
62,548,0.907407
63,540,0.905864
64,532,0.904321
65,528,0.902778
66,520,0.901235
67,520,0.902778
68,512,0.901235
69,508,0.899691
70,500,0.898148
71,496,0.896605
72,488,0.895062
73,480,0.893519
74,476,0.891975
75,468,0.890432
76,460,0.888889
77,452,0.887346
78,448,0.885802
79,440,0.884259
80,432,0.882716
81,424,0.881173
82,416,0.87963
83,408,0.878086
84,416,0.87963
85,408,0.878086
86,400,0.876543
87,392,0.875
88,384,0.873457
89,376,0.871914
90,368,0.87037
91,360,0.868827
92,352,0.867284
93,348,0.865741
94,340,0.864198
95,332,0.862654
96,324,0.861111
97,316,0.859568
98,308,0.858025
99,316,0.859568
100,308,0.858025
101,304,0.856481
102,300,0.854938
103,296,0.853395
104,300,0.854938
105,292,0.853395
106,284,0.851852
107,276,0.850309
108,268,0.848765
109,260,0.847222
110,252,0.845679
111,248,0.844136
112,240,0.842593
113,232,0.841049
114,224,0.839506
115,216,0.837963
116,212,0.83642
117,204,0.834877
118,200,0.833333
119,208,0.834877
120,204,0.833333
121,196,0.83179
122,188,0.830247
123,196,0.83179
124,188,0.830247
125,180,0.828704
126,172,0.82716
127,172,0.825617
128,168,0.824074
129,160,0.822531
130,152,0.820988
131,148,0.819444
132,144,0.817901
133,136,0.816358
134,128,0.814815
135,120,0.813272
136,116,0.811728
137,112,0.810185
138,108,0.808642
139,104,0.807099
140,96,0.805556
141,88,0.804012
142,88,0.802469
143,84,0.800926
144,76,0.799383
145,68,0.79784
146,60,0.796296
147,56,0.794753
148,48,0.79321
149,44,0.791667
150,36,0.790123
151,28,0.78858
152,20,0.787037
153,16,0.785494
154,24,0.787037
155,16,0.785494
156,8,0.783951
157,8,0.782407
158,4,0.780864
159,4,0.780864
160,8,0.782407
161,0,0.780864
162,0,0.780864
163,0,0.780864
164,4,0.782407
165,4,0.782407
166,4,0.782407
167,0,0.780864
168,0,0.780864
169,0,0.780864
170,0,0.780864
171,0,0.780864
172,8,0.782407
173,0,0.780864
174,0,0.780864
175,0,0.780864
176,0,0.780864
177,0,0.780864
178,0,0.780864
179,0,0.780864
180,0,0.780864
181,0,0.780864
182,4,0.782407
183,4,0.782407
184,4,0.782407
185,4,0.782407
186,0,0.780864
187,0,0.780864
188,0,0.780864
189,0,0.779321
190,0,0.779321
191,0,0.779321
192,0,0.779321
193,0,0.779321
194,0,0.777778
195,8,0.779321
196,4,0.777778
197,4,0.777778
198,4,0.777778
199,4,0.777778
200,4,0.777778
201,4,0.777778
202,4,0.777778
203,8,0.779321
204,0,0.777778
205,4,0.779321
206,4,0.779321
207,4,0.779321
208,4,0.779321
209,0,0.777778
210,0,0.777778
211,0,0.777778
212,0,0.777778
213,0,0.776235
214,0,0.776235
215,0,0.776235
216,0,0.776235
217,0,0.776235
218,0,0.776235
219,0,0.776235
220,0,0.776235
221,0,0.776235
222,8,0.777778
223,0,0.776235
224,0,0.776235
225,0,0.776235
226,8,0.777778
227,8,0.776235
228,12,0.777778
229,8,0.776235
230,4,0.774691
231,4,0.774691
232,4,0.774691
233,4,0.773148
234,4,0.773148
235,0,0.771605
236,0,0.771605
237,0,0.771605
238,0,0.771605
239,0,0.771605
240,0,0.771605
241,0,0.771605
242,0,0.771605
243,4,0.773148
244,4,0.773148
245,4,0.773148
246,4,0.773148
247,4,0.773148
248,12,0.774691
249,4,0.773148
250,4,0.773148
251,4,0.771605
252,4,0.771605
253,4,0.771605
254,4,0.771605
255,4,0.771605
256,4,0.771605
257,0,0.770062
258,0,0.770062
259,0,0.770062
260,0,0.770062
261,0,0.770062
262,0,0.770062
263,0,0.770062
264,0,0.770062
265,0,0.770062
266,0,0.770062
267,8,0.771605
268,0,0.770062
269,0,0.770062
270,0,0.770062
271,0,0.770062
272,8,0.771605
273,0,0.770062
274,0,0.770062
275,0,0.770062
276,0,0.770062
277,0,0.770062
278,0,0.770062
279,0,0.770062
280,0,0.770062
281,0,0.770062
282,0,0.770062
283,0,0.770062
284,4,0.771605
285,4,0.771605
286,4,0.770062
287,4,0.770062
288,4,0.770062
289,12,0.771605
290,12,0.770062
291,4,0.768519
292,0,0.766975
293,0,0.766975
294,0,0.766975
295,0,0.766975
296,4,0.768519
297,4,0.768519
298,4,0.768519
299,4,0.766975
300,12,0.768519
301,16,0.770062
302,12,0.768519
303,4,0.766975
304,4,0.766975
305,0,0.765432
306,0,0.765432
307,0,0.765432
308,0,0.765432
309,8,0.766975
310,8,0.765432
311,0,0.763889
312,0,0.763889
313,0,0.763889
314,0,0.763889
315,0,0.763889
316,0,0.763889
317,0,0.763889
318,0,0.763889
319,0,0.762346
320,0,0.760802
321,0,0.759259
322,8,0.760802
323,0,0.759259
324,0,0.759259
325,0,0.759259
326,0,0.759259
327,0,0.759259
328,0,0.759259
329,0,0.757716
330,0,0.756173
331,8,0.757716
332,8,0.756173
333,4,0.75463
334,4,0.753086
335,0,0.751543
336,0,0.751543
337,0,0.751543
338,0,0.751543
339,0,0.751543
340,0,0.75
341,0,0.75
342,0,0.75
343,0,0.75
344,8,0.751543
345,8,0.75
346,0,0.748457
347,0,0.748457
348,0,0.748457
349,4,0.75
350,4,0.75
351,4,0.75
352,4,0.75
353,0,0.748457
354,0,0.748457
355,0,0.748457
356,0,0.746914
357,0,0.748457
358,8,0.75
359,4,0.748457
360,4,0.748457
361,0,0.746914
362,0,0.746914
363,0,0.746914
364,0,0.746914
365,0,0.746914
366,0,0.746914
367,0,0.746914
368,0,0.74537
369,0,0.74537
370,0,0.74537
371,0,0.74537
372,0,0.74537
373,0,0.74537
374,0,0.74537
375,0,0.74537
376,0,0.74537
377,4,0.746914
378,4,0.746914
379,0,0.74537
380,0,0.74537
381,0,0.74537
382,0,0.74537
383,8,0.746914
384,0,0.74537
385,0,0.74537
386,0,0.74537
387,0,0.74537
388,0,0.74537
389,0,0.74537
390,8,0.746914
391,4,0.74537
392,4,0.74537
393,4,0.74537
394,4,0.74537
395,0,0.743827
396,0,0.743827
397,0,0.743827
398,0,0.742284
399,0,0.742284
400,0,0.742284
401,0,0.742284
402,0,0.742284
403,0,0.743827
404,0,0.743827
405,0,0.743827
406,0,0.743827
407,0,0.742284
408,0,0.742284
409,0,0.742284
410,4,0.743827
411,4,0.743827
412,0,0.742284
413,4,0.743827
414,4,0.743827
415,4,0.743827
416,0,0.742284
417,0,0.742284
418,0,0.742284
419,0,0.742284
420,0,0.742284
421,0,0.740741
422,0,0.740741
423,0,0.740741
424,0,0.740741
425,0,0.740741
426,0,0.740741
427,0,0.740741
428,0,0.740741
429,0,0.740741
430,0,0.740741
431,0,0.740741
432,0,0.740741
433,0,0.740741
434,0,0.740741
435,0,0.740741
436,0,0.740741
437,0,0.740741
438,0,0.740741
439,0,0.740741
440,0,0.740741
441,0,0.740741
442,0,0.740741
443,0,0.740741
444,0,0.740741
445,0,0.740741
446,0,0.740741
447,0,0.740741
448,0,0.740741
449,4,0.739198
450,4,0.739198
451,4,0.739198
452,4,0.739198
453,4,0.739198
454,0,0.737654
455,0,0.737654
456,8,0.739198
457,0,0.737654
458,0,0.737654
459,0,0.737654
460,0,0.737654
461,4,0.736111
462,0,0.734568
463,0,0.733025
464,0,0.733025
465,0,0.733025
466,0,0.733025
467,0,0.733025
468,0,0.733025
469,0,0.733025
470,0,0.733025
471,0,0.733025
472,8,0.734568
473,0,0.733025
474,0,0.733025
475,0,0.733025
476,0,0.733025
477,0,0.733025
478,0,0.733025
479,0,0.733025
480,0,0.733025
481,0,0.733025
482,0,0.733025
483,0,0.733025
484,0,0.731481
485,0,0.731481
486,0,0.733025
487,0,0.733025
488,0,0.733025
489,0,0.733025
490,0,0.733025
491,4,0.734568
492,4,0.734568
493,4,0.734568
494,4,0.734568
495,4,0.734568
496,0,0.733025
497,0,0.733025
498,0,0.733025
499,0,0.733025
500,0,0.733025
501,0,0.733025
502,0,0.733025
503,0,0.733025
504,0,0.733025
505,0,0.731481
506,0,0.731481
507,4,0.729938
508,0,0.728395
509,0,0.728395
510,0,0.728395
511,0,0.728395
512,0,0.728395
513,0,0.728395
514,0,0.728395
515,0,0.728395
516,0,0.728395
517,0,0.728395
518,8,0.729938
519,0,0.728395
520,0,0.726852
521,0,0.726852
522,0,0.726852
523,0,0.726852
524,0,0.726852
525,0,0.726852
526,0,0.726852
527,0,0.726852
528,0,0.726852
529,0,0.726852
530,0,0.726852
531,8,0.728395
532,4,0.726852
533,4,0.726852
534,4,0.726852
535,0,0.725309
536,0,0.725309
537,4,0.726852
538,4,0.726852
539,4,0.726852
540,4,0.726852
541,4,0.726852
542,4,0.726852
543,4,0.726852
544,4,0.726852
545,0,0.725309
546,0,0.725309
547,0,0.725309
548,0,0.725309
549,0,0.725309
550,0,0.725309
551,0,0.725309
552,0,0.725309
553,0,0.725309
554,0,0.725309
555,0,0.725309
556,0,0.725309
557,0,0.725309
558,0,0.725309
559,0,0.725309
560,0,0.725309
561,0,0.725309
562,0,0.725309
563,0,0.725309
564,0,0.725309
565,0,0.725309
566,0,0.725309
567,0,0.725309
568,0,0.725309
569,0,0.725309
570,0,0.725309
571,0,0.725309
572,0,0.725309
573,0,0.725309
574,0,0.725309
575,0,0.723765
576,0,0.723765
577,0,0.723765
578,0,0.723765
579,0,0.725309
580,0,0.725309
581,0,0.725309
582,0,0.725309
583,0,0.725309
584,0,0.725309
585,8,0.726852
586,0,0.725309
587,0,0.725309
588,4,0.726852
589,4,0.726852
590,4,0.726852
591,4,0.726852
592,4,0.726852
593,4,0.726852
594,4,0.726852
595,4,0.726852
596,4,0.726852
597,4,0.726852
598,0,0.725309
599,0,0.725309
600,0,0.725309
601,0,0.725309
602,0,0.726852
603,0,0.726852
604,0,0.726852
605,0,0.726852
606,0,0.726852
607,0,0.726852
608,0,0.725309
609,0,0.725309
610,0,0.725309
611,0,0.723765
612,0,0.723765
613,0,0.723765
614,0,0.723765
615,0,0.723765
616,0,0.723765
617,0,0.723765
618,0,0.723765
619,0,0.723765
620,0,0.723765
621,0,0.723765
622,0,0.723765
623,0,0.723765
624,0,0.723765
625,0,0.723765
626,0,0.722222
627,0,0.722222
628,0,0.720679
629,0,0.720679
630,0,0.720679
631,0,0.720679
632,0,0.720679
633,0,0.720679
634,0,0.720679
635,0,0.722222
636,0,0.722222
637,0,0.723765
638,0,0.723765
639,0,0.723765
640,0,0.723765
641,0,0.723765
642,0,0.723765
643,0,0.723765
644,0,0.723765
645,0,0.723765
646,0,0.723765
647,8,0.725309
648,4,0.723765
649,4,0.723765
650,4,0.725309
651,0,0.723765
652,0,0.725309
653,0,0.725309
654,0,0.725309
655,4,0.726852
656,4,0.726852
657,8,0.728395
658,0,0.726852
659,0,0.726852
660,0,0.726852
661,0,0.726852
662,0,0.726852
663,0,0.726852
664,0,0.726852
665,0,0.726852
666,0,0.726852
667,0,0.726852
668,0,0.726852
669,0,0.726852
670,0,0.726852
671,0,0.726852
672,0,0.726852
673,0,0.726852
674,0,0.728395
675,0,0.728395
676,0,0.729938
677,0,0.729938
678,0,0.729938
679,0,0.729938
680,0,0.729938
681,0,0.729938
682,0,0.729938
683,0,0.729938
684,0,0.729938
685,4,0.731481
686,4,0.731481
687,0,0.729938
688,0,0.729938
689,0,0.729938
690,0,0.729938
691,8,0.731481
692,0,0.729938
693,0,0.728395
694,0,0.728395
695,0,0.728395
696,0,0.726852
697,0,0.726852
698,0,0.726852
699,0,0.726852
700,0,0.726852
701,0,0.726852
702,8,0.728395
703,16,0.729938
704,8,0.728395
705,12,0.729938
706,4,0.728395
707,4,0.728395
708,4,0.728395
709,4,0.728395
710,4,0.726852
711,0,0.725309
712,0,0.725309
713,0,0.725309
714,0,0.725309
715,0,0.725309
716,4,0.723765
717,0,0.722222
718,0,0.722222
719,0,0.722222
720,0,0.722222
721,0,0.722222
722,0,0.722222
723,8,0.723765
724,0,0.722222
725,0,0.722222
726,0,0.722222
727,0,0.722222
728,0,0.723765
729,0,0.723765
730,0,0.723765
731,0,0.723765
732,0,0.723765
733,0,0.723765
734,4,0.725309
735,4,0.725309
736,4,0.725309
737,4,0.725309
738,0,0.723765
739,0,0.723765
740,0,0.723765
741,0,0.723765
742,0,0.722222
743,0,0.722222
744,0,0.722222
745,0,0.722222
746,0,0.720679
747,0,0.720679
748,4,0.722222
749,4,0.722222
750,0,0.720679
751,0,0.719136
752,0,0.719136
753,0,0.719136
754,0,0.719136
755,0,0.719136
756,0,0.719136
757,0,0.719136
758,0,0.719136
759,0,0.719136
760,0,0.719136
761,0,0.719136
762,0,0.719136
763,0,0.719136
764,0,0.719136
765,0,0.719136
766,0,0.719136
767,0,0.719136
768,0,0.720679
769,0,0.720679
770,0,0.720679
771,0,0.720679
772,8,0.722222
773,8,0.720679
774,0,0.719136
775,0,0.717593
776,0,0.717593
777,0,0.717593
778,0,0.717593
779,0,0.717593
780,0,0.717593
781,0,0.717593
782,0,0.717593
783,0,0.717593
784,0,0.717593
785,0,0.717593
786,0,0.717593
787,0,0.717593
788,0,0.717593
789,0,0.717593
790,0,0.717593
791,0,0.717593
792,0,0.716049
793,0,0.714506
794,0,0.714506
795,0,0.714506
796,0,0.714506
797,0,0.714506
798,0,0.714506
799,0,0.714506
800,0,0.714506
801,0,0.714506
802,0,0.714506
803,0,0.714506
804,0,0.714506
805,0,0.714506
806,0,0.714506
807,0,0.714506
808,0,0.716049
809,0,0.716049
810,0,0.716049
811,0,0.716049
812,0,0.716049
813,0,0.716049
814,4,0.717593
815,8,0.719136
816,0,0.717593
817,0,0.717593
818,0,0.717593
819,0,0.717593
820,0,0.717593
821,0,0.717593
822,8,0.719136
823,4,0.717593
824,0,0.716049
825,0,0.716049
826,0,0.716049
827,0,0.716049
828,0,0.716049
829,0,0.716049
830,0,0.716049
831,0,0.716049
832,0,0.716049
833,0,0.716049
834,0,0.716049
835,8,0.717593
836,4,0.716049
837,0,0.714506
838,0,0.714506
839,0,0.714506
840,0,0.714506
841,0,0.714506
842,0,0.714506
843,0,0.714506
844,0,0.714506
845,0,0.714506
846,0,0.714506
847,8,0.716049
848,0,0.714506
849,0,0.714506
850,0,0.714506
851,0,0.714506
852,0,0.716049
853,4,0.717593
854,4,0.717593
855,4,0.717593
856,4,0.717593
857,4,0.717593
858,0,0.716049
859,4,0.717593
860,0,0.716049
861,0,0.716049
862,0,0.716049
863,0,0.716049
864,0,0.714506
865,0,0.714506
866,0,0.714506
867,0,0.714506
868,0,0.714506
869,8,0.716049
870,4,0.714506
871,4,0.714506
872,8,0.716049
873,16,0.717593
874,8,0.716049
875,4,0.714506
876,4,0.714506
877,4,0.716049
878,0,0.714506
879,0,0.714506
880,4,0.716049
881,0,0.714506
882,0,0.714506
883,0,0.714506
884,0,0.712963
885,0,0.712963
886,0,0.712963
887,0,0.712963
888,0,0.712963
889,0,0.712963
890,0,0.712963
891,4,0.714506
892,0,0.712963
893,0,0.714506
894,4,0.716049
895,0,0.714506
896,0,0.714506
897,0,0.714506
898,0,0.714506
899,4,0.716049
900,4,0.717593
901,0,0.716049
902,0,0.716049
903,0,0.716049
904,0,0.716049
905,0,0.716049
906,0,0.716049
907,0,0.716049
908,0,0.716049
909,0,0.716049
910,0,0.716049
911,0,0.716049
912,0,0.716049
913,0,0.716049
914,0,0.716049
915,0,0.716049
916,4,0.717593
917,4,0.717593
918,4,0.717593
919,4,0.717593
920,4,0.717593
921,4,0.717593
922,4,0.717593
923,0,0.716049
924,0,0.716049
925,0,0.716049
926,0,0.716049
927,0,0.716049
928,0,0.716049
929,0,0.716049
930,0,0.716049
931,8,0.717593
932,8,0.716049
933,8,0.714506
934,4,0.712963
935,0,0.71142
936,0,0.71142
937,0,0.71142
938,0,0.71142
939,0,0.71142
940,0,0.712963
941,4,0.714506
942,0,0.712963
943,0,0.712963
944,4,0.714506
