iteration,bucketValue,magnetism
1,1192,0.998457
2,1184,0.996914
3,1176,0.99537
4,1168,0.993827
5,1160,0.992284
6,1152,0.990741
7,1144,0.989198
8,1136,0.987654
9,1128,0.986111
10,1120,0.984568
11,1112,0.983025
12,1104,0.981481
13,1096,0.979938
14,1088,0.978395
15,1080,0.976852
16,1072,0.975309
17,1064,0.973765
18,1056,0.972222
19,1048,0.970679
20,1040,0.969136
21,1032,0.967593
22,1024,0.966049
23,1016,0.964506
24,1008,0.962963
25,1000,0.96142
26,992,0.959877
27,984,0.958333
28,992,0.959877
29,984,0.958333
30,976,0.95679
31,968,0.955247
32,976,0.95679
33,968,0.955247
34,960,0.953704
35,952,0.95216
36,944,0.950617
37,936,0.949074
38,928,0.947531
39,920,0.945988
40,912,0.944444
41,904,0.942901
42,900,0.941358
43,892,0.939815
44,884,0.938272
45,880,0.936728
46,888,0.938272
47,880,0.936728
48,872,0.935185
49,864,0.933642
50,856,0.932099
51,848,0.930556
52,840,0.929012
53,832,0.927469
54,828,0.925926
55,820,0.924383
56,812,0.92284
57,804,0.921296
58,796,0.919753
59,788,0.91821
60,784,0.916667
61,776,0.915123
62,768,0.91358
63,760,0.912037
64,752,0.910494
65,748,0.908951
66,740,0.907407
67,732,0.905864
68,724,0.904321
69,720,0.902778
70,712,0.901235
71,704,0.899691
72,712,0.901235
73,704,0.899691
74,696,0.898148
75,688,0.896605
76,680,0.895062
77,672,0.893519
78,664,0.891975
79,656,0.890432
80,648,0.888889
81,640,0.887346
82,636,0.885802
83,628,0.884259
84,620,0.882716
85,612,0.881173
86,604,0.87963
87,596,0.878086
88,604,0.87963
89,600,0.878086
90,596,0.876543
91,588,0.875
92,580,0.873457
93,572,0.871914
94,564,0.87037
95,556,0.868827
96,552,0.867284
97,548,0.865741
98,556,0.867284
99,548,0.865741
100,544,0.864198
101,540,0.862654
102,532,0.861111
103,524,0.859568
104,516,0.858025
105,508,0.856481
106,516,0.858025
107,508,0.856481
108,500,0.854938
109,496,0.853395
110,488,0.851852
111,484,0.850309
112,480,0.848765
113,472,0.847222
114,468,0.845679
115,460,0.844136
116,456,0.842593
117,448,0.841049
118,440,0.839506
119,432,0.837963
120,424,0.83642
121,416,0.834877
122,412,0.833333
123,404,0.83179
124,400,0.830247
125,392,0.828704
126,384,0.82716
127,380,0.825617
128,372,0.824074
129,368,0.822531
130,360,0.820988
131,368,0.822531
132,368,0.820988
133,360,0.819444
134,356,0.817901
135,364,0.819444
136,356,0.817901
137,348,0.816358
138,348,0.814815
139,344,0.813272
140,336,0.811728
141,328,0.810185
142,320,0.808642
143,312,0.807099
144,304,0.805556
145,296,0.804012
146,288,0.802469
147,280,0.800926
148,276,0.799383
149,268,0.79784
150,260,0.796296
151,256,0.794753
152,248,0.79321
153,244,0.791667
154,236,0.790123
155,228,0.78858
156,224,0.787037
157,228,0.78858
158,224,0.787037
159,216,0.785494
160,208,0.783951
161,200,0.782407
162,204,0.780864
163,196,0.779321
164,192,0.777778
165,184,0.776235
166,176,0.774691
167,168,0.773148
168,160,0.771605
169,152,0.770062
170,144,0.768519
171,140,0.766975
172,132,0.765432
173,128,0.763889
174,128,0.762346
175,120,0.760802
176,112,0.759259
177,104,0.757716
178,96,0.756173
179,88,0.75463
180,84,0.753086
181,92,0.75463
182,100,0.756173
183,92,0.75463
184,88,0.753086
185,92,0.75463
186,92,0.753086
187,88,0.751543
188,92,0.753086
189,88,0.751543
190,84,0.75
191,80,0.748457
192,76,0.746914
193,72,0.74537
194,64,0.743827
195,60,0.742284
196,56,0.740741
197,52,0.739198
198,48,0.737654
199,40,0.736111
200,32,0.734568
201,28,0.733025
202,20,0.731481
203,12,0.729938
204,8,0.728395
205,0,0.726852
206,0,0.726852
207,0,0.726852
208,0,0.726852
209,0,0.725309
210,0,0.725309
211,0,0.725309
212,0,0.725309
213,0,0.725309
214,8,0.726852
215,0,0.725309
216,0,0.725309
217,0,0.725309
218,0,0.723765
219,0,0.723765
220,0,0.723765
221,0,0.723765
222,0,0.723765
223,0,0.723765
224,0,0.722222
225,0,0.722222
226,0,0.722222
227,0,0.722222
228,4,0.723765
229,8,0.725309
230,4,0.723765
231,0,0.722222
232,0,0.722222
233,0,0.722222
234,0,0.722222
235,0,0.722222
236,0,0.723765
237,0,0.723765
238,0,0.723765
239,0,0.723765
240,8,0.725309
241,0,0.723765
242,0,0.723765
243,0,0.723765
244,0,0.723765
245,0,0.723765
246,0,0.723765
247,0,0.722222
248,0,0.722222
249,0,0.722222
250,0,0.722222
251,0,0.722222
252,0,0.720679
253,0,0.720679
254,0,0.720679
255,0,0.720679
256,0,0.720679
257,0,0.720679
258,0,0.720679
259,0,0.720679
260,0,0.720679
261,0,0.720679
262,0,0.720679
263,0,0.719136
264,8,0.720679
265,0,0.719136
266,0,0.717593
267,0,0.717593
268,0,0.717593
269,0,0.717593
270,0,0.717593
271,0,0.716049
272,0,0.716049
273,0,0.716049
274,0,0.716049
275,0,0.716049
276,0,0.716049
277,0,0.716049
278,8,0.717593
279,0,0.716049
280,0,0.716049
281,0,0.716049
282,0,0.716049
283,0,0.716049
284,0,0.716049
285,0,0.716049
286,0,0.716049
287,0,0.716049
288,0,0.716049
289,0,0.716049
290,0,0.716049
291,0,0.716049
292,0,0.716049
293,0,0.716049
294,0,0.716049
295,0,0.716049
296,8,0.717593
297,0,0.716049
298,0,0.716049
299,0,0.716049
300,0,0.716049
301,0,0.716049
302,0,0.716049
303,0,0.716049
304,4,0.717593
305,0,0.716049
306,0,0.716049
307,0,0.716049
308,0,0.716049
309,0,0.716049
310,0,0.716049
311,0,0.716049
312,0,0.716049
313,0,0.716049
314,0,0.716049
315,0,0.716049
316,0,0.716049
317,0,0.716049
318,0,0.716049
319,0,0.716049
320,8,0.717593
321,4,0.716049
322,4,0.714506
323,4,0.714506
324,0,0.712963
325,0,0.712963
326,8,0.714506
327,0,0.712963
328,0,0.71142
329,0,0.71142
330,4,0.712963
331,8,0.71142
332,4,0.709877
333,4,0.709877
334,4,0.709877
